,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,age
367,High School,Manual,M,M,1,1,0,2,10.2353061205,0,40.0
368,Bachelors,Skilled Manual,M,S,0,2,0,0,10.8532904269,1,30.0
369,Partial College,Management,F,S,0,0,0,0,11.5701655421,0,19.0
370,Partial College,Clerical,F,M,1,3,0,2,11.3171052093,1,35.0
371,Bachelors,Skilled Manual,F,S,0,1,0,0,10.9745916018,0,31.0
372,Partial College,Skilled Manual,F,M,1,1,1,2,10.9442235227,1,60.0
373,Partial College,Skilled Manual,M,M,1,2,0,1,10.8849478564,0,33.0
374,Partial High School,Manual,M,S,0,0,0,0,10.2663930462,0,19.0
375,Graduate Degree,Skilled Manual,F,M,1,2,0,2,11.0019998362,0,53.0
376,High School,Skilled Manual,M,M,1,2,1,2,10.9062495155,1,51.0
377,Partial High School,Skilled Manual,M,S,0,1,0,0,10.892098946,1,19.0
378,Bachelors,Skilled Manual,F,S,0,0,0,0,10.9632897104,1,27.0
379,High School,Manual,M,M,0,0,0,0,10.2535456534,0,22.0
380,Partial High School,Manual,M,S,0,0,0,0,10.506956166,0,23.0
381,Partial College,Management,M,M,1,3,2,2,11.6044192808,1,41.0
382,Partial College,Clerical,F,S,1,0,0,0,11.2486473703,1,48.0
383,Graduate Degree,Professional,F,S,1,2,0,0,11.8330287439,1,38.0
384,Partial College,Skilled Manual,F,M,1,2,1,2,10.9212512533,1,40.0
385,Partial College,Manual,F,S,0,1,0,0,10.2320356185,0,22.0
386,Bachelors,Skilled Manual,M,M,1,0,0,2,10.9478724219,1,47.0
387,High School,Manual,F,S,0,0,0,0,10.405050409,1,37.0
388,Partial College,Clerical,F,M,1,1,0,1,11.2711086484,0,25.0
389,Graduate Degree,Skilled Manual,M,M,1,1,0,3,10.9072945339,1,64.0
390,Graduate Degree,Professional,M,M,1,1,1,2,11.7623525578,1,37.0
391,High School,Skilled Manual,F,M,1,0,1,2,10.9628217931,1,42.0
392,Partial College,Manual,F,M,0,1,0,0,10.5071202259,1,19.0
393,Partial High School,Manual,F,S,1,0,0,0,10.4011063488,0,48.0
394,Bachelors,Clerical,M,M,1,0,0,1,11.3075235951,1,38.0
395,Partial High School,Manual,M,M,1,1,1,2,10.4502785967,0,42.0
396,High School,Skilled Manual,M,S,1,1,1,1,10.9036597684,1,52.0
397,Bachelors,Management,M,M,1,2,2,2,11.6223447327,1,39.0
398,Partial College,Clerical,M,M,1,1,1,2,11.3608110439,1,49.0
399,High School,Skilled Manual,F,S,0,0,0,0,11.0361308289,1,35.0
400,High School,Clerical,M,M,1,2,1,1,11.2688646654,1,35.0
401,Partial College,Skilled Manual,M,M,1,0,1,2,10.8656881139,1,42.0
402,Partial High School,Skilled Manual,F,S,0,1,0,0,11.0319822157,0,25.0
403,Graduate Degree,Professional,M,M,1,3,1,2,11.7631003553,1,38.0
404,Bachelors,Clerical,F,M,1,2,2,2,11.343346377,1,35.0
405,Bachelors,Management,M,S,1,1,0,0,11.5982036742,0,32.0
406,Bachelors,Skilled Manual,M,S,0,2,0,0,11.0408717357,1,29.0
407,Graduate Degree,Professional,M,M,1,3,0,0,11.7988484912,1,26.0
408,High School,Clerical,F,S,0,0,0,0,11.3616606171,1,21.0
409,Bachelors,Professional,M,M,1,2,0,2,11.7716060299,0,49.0
410,Partial College,Manual,F,M,1,1,1,1,10.4380785299,1,45.0
411,High School,Skilled Manual,M,M,1,0,0,1,10.9940844704,0,31.0
412,Graduate Degree,Manual,F,M,1,1,1,2,10.4483377204,1,38.0
413,Partial High School,Skilled Manual,M,S,0,1,0,0,10.9023899971,1,16.0
414,Graduate Degree,Clerical,F,S,1,2,0,0,11.2848447459,0,43.0
415,Graduate Degree,Clerical,M,S,0,1,0,0,11.2531957271,1,30.0
416,Partial College,Skilled Manual,M,S,0,1,0,0,10.99140957,1,37.0
417,Partial High School,Manual,F,S,0,1,0,0,10.434674471,0,24.0
418,Graduate Degree,Professional,F,S,1,2,0,0,11.7719534008,1,28.0
419,Partial College,Skilled Manual,M,S,0,2,0,0,11.0131551719,1,31.0
420,Graduate Degree,Professional,F,M,1,2,0,2,11.8351683717,0,63.0
421,Partial College,Skilled Manual,F,S,0,1,0,0,10.8898452455,0,20.0
422,Graduate Degree,Management,M,S,1,0,0,0,11.5888674685,1,37.0
423,Partial College,Clerical,M,S,0,0,0,0,11.3323264238,0,20.0
424,Partial College,Manual,F,S,0,0,0,0,10.165005305,0,20.0
425,Partial College,Skilled Manual,F,M,1,2,0,2,10.9673013357,0,50.0
426,Bachelors,Manual,M,S,0,0,0,0,10.2265126373,0,20.0
427,Graduate Degree,Skilled Manual,F,M,1,0,0,1,10.8686065431,1,38.0
428,High School,Manual,F,M,1,0,0,2,10.399980959,0,47.0
429,Graduate Degree,Manual,F,M,0,0,0,2,10.4478446595,1,31.0
430,Partial College,Manual,M,M,1,0,0,2,10.4339393174,1,48.0
431,Partial College,Skilled Manual,F,S,0,2,0,0,10.9488572798,0,26.0
432,Bachelors,Manual,M,S,0,0,0,0,10.344995252,1,29.0
433,Partial College,Clerical,F,M,1,2,1,2,11.2859997704,1,38.0
434,Partial College,Management,F,M,1,2,1,2,11.6158971296,1,35.0
435,Partial High School,Skilled Manual,F,S,0,1,0,0,10.9589487475,0,25.0
436,Partial High School,Skilled Manual,F,M,1,1,1,2,10.952384249,1,45.0
437,High School,Clerical,F,S,0,3,0,0,11.314925644,0,20.0
438,Bachelors,Skilled Manual,M,S,0,2,0,0,10.8726932632,1,37.0
439,Partial College,Clerical,F,S,0,3,0,0,11.2786956879,0,18.0
440,Graduate Degree,Manual,F,M,0,1,2,2,10.5050949365,1,31.0
441,Partial College,Clerical,F,S,0,0,0,0,11.3706358307,1,29.0
442,Bachelors,Skilled Manual,M,M,1,0,1,2,10.9772776369,1,38.0
443,Bachelors,Management,F,S,1,3,1,1,11.5886820774,1,55.0
444,Bachelors,Skilled Manual,M,M,0,1,0,1,10.9844957953,0,24.0
445,Partial College,Clerical,M,M,1,2,1,2,11.2594129083,1,48.0
446,Partial College,Skilled Manual,M,M,1,2,0,3,10.9931263664,0,61.0
447,High School,Skilled Manual,M,M,0,2,0,0,10.9645018108,1,23.0
448,High School,Manual,M,M,0,1,0,1,10.3696400256,0,24.0
449,High School,Skilled Manual,F,M,1,0,0,3,10.8838416927,1,83.0
450,Graduate Degree,Professional,F,M,1,3,0,0,11.8345958353,1,25.0
451,Partial College,Management,F,S,1,2,0,0,11.5779451203,0,34.0
452,Partial High School,Skilled Manual,M,S,1,1,0,0,11.0343411265,1,40.0
453,Partial High School,Skilled Manual,F,S,0,0,0,0,10.9855638726,0,29.0
454,Partial College,Skilled Manual,F,S,0,2,0,0,10.9639478901,1,37.0
455,Partial College,Clerical,F,S,1,1,0,0,11.3793826437,0,35.0
456,Partial College,Management,F,S,0,3,0,0,11.6063156209,1,18.0
457,Bachelors,Management,F,M,1,3,0,0,11.55248266,1,28.0
458,Partial College,Clerical,M,S,1,2,0,0,11.2697450089,1,36.0
459,Bachelors,Clerical,M,M,1,2,0,2,11.2695281846,0,34.0
460,Bachelors,Skilled Manual,M,M,1,0,0,2,10.9048728254,1,51.0
461,Partial College,Manual,M,S,0,0,0,0,10.2650356036,0,41.0
462,Graduate Degree,Professional,F,S,0,3,0,0,11.7680869284,1,23.0
463,Bachelors,Management,M,M,1,1,1,2,11.5690411131,1,59.0
464,Partial College,Clerical,M,S,1,1,0,1,11.3272823981,0,55.0
465,High School,Skilled Manual,M,M,1,1,1,2,10.9437289279,1,31.0
466,Bachelors,Manual,F,M,0,1,1,2,10.419390266,1,29.0
467,Graduate Degree,Professional,M,M,1,2,0,0,11.8156783993,1,34.0
468,Bachelors,Management,F,S,0,2,0,0,11.6168529543,1,28.0
469,Graduate Degree,Professional,M,S,1,3,0,0,11.8224742096,0,28.0
470,Graduate Degree,Professional,F,S,1,0,0,1,11.8058413173,1,61.0
471,Graduate Degree,Professional,M,M,1,1,1,2,11.771451604,1,58.0
472,High School,Skilled Manual,M,S,0,0,0,0,10.9748485413,1,23.0
473,Bachelors,Management,F,S,1,3,0,0,11.5419792854,0,33.0
474,Bachelors,Professional,M,M,1,2,0,0,11.7854152163,1,29.0
475,Bachelors,Clerical,F,M,1,2,0,2,11.2576460436,0,60.0
476,Graduate Degree,Professional,F,M,1,2,0,0,11.7735728719,1,25.0
477,Partial High School,Manual,F,S,0,1,0,0,10.4101846657,0,42.0
478,Partial College,Management,F,M,1,2,1,2,11.6160504838,1,40.0
479,Bachelors,Professional,F,M,1,2,1,2,11.7816693364,1,30.0
480,Bachelors,Manual,M,M,0,1,1,2,10.3273163447,1,28.0
481,Bachelors,Management,F,M,1,3,0,0,11.5962734733,1,28.0
482,Graduate Degree,Skilled Manual,F,M,1,2,2,2,10.9110804428,1,59.0
483,Bachelors,Skilled Manual,F,M,1,1,0,3,10.9607221368,0,58.0
484,Partial College,Skilled Manual,M,M,1,1,1,2,10.8955348968,0,34.0
485,Graduate Degree,Professional,M,S,1,2,0,0,11.781661693,1,38.0
486,Bachelors,Clerical,F,S,0,0,0,0,11.3339901683,0,33.0
487,Partial College,Clerical,F,M,1,3,2,2,11.3728814828,1,47.0
488,Partial College,Skilled Manual,F,S,0,1,0,0,10.9789165057,0,22.0
489,Partial College,Skilled Manual,M,S,0,0,0,0,11.033469301,0,23.0
490,High School,Skilled Manual,F,S,0,1,0,0,10.9442058628,0,35.0
491,Partial College,Skilled Manual,M,M,1,2,0,2,11.0296987954,0,33.0
492,Partial College,Manual,F,S,0,0,0,0,10.3655535117,1,29.0
493,Partial College,Skilled Manual,F,M,1,0,0,2,10.9582524414,1,38.0
494,Partial College,Clerical,M,M,1,1,1,2,11.3020439269,1,32.0
495,Graduate Degree,Professional,F,S,1,0,0,0,11.7749589055,1,25.0
496,Bachelors,Clerical,M,S,1,2,0,1,11.2629116191,0,55.0
497,Partial College,Skilled Manual,M,M,1,2,1,2,10.9530321385,1,41.0
498,Bachelors,Professional,F,M,1,1,1,2,11.8325130984,1,52.0
499,Bachelors,Skilled Manual,M,S,0,1,0,0,11.0183012205,0,28.0
500,Partial College,Clerical,F,S,0,0,0,0,11.2532346237,1,30.0
501,Partial College,Manual,M,M,1,1,0,2,10.2689289585,0,36.0
502,Partial College,Skilled Manual,M,M,1,1,1,2,11.0284820825,0,54.0
503,Bachelors,Professional,M,M,1,3,1,2,11.7638553749,1,49.0
504,Bachelors,Clerical,M,S,0,2,0,0,11.3109561489,0,33.0
505,Graduate Degree,Skilled Manual,M,S,1,1,0,1,11.018858625,1,55.0
506,High School,Skilled Manual,M,M,1,1,1,1,10.8968504305,1,42.0
507,High School,Skilled Manual,F,M,0,2,1,2,10.9252907885,1,26.0
508,Bachelors,Skilled Manual,F,M,1,0,1,2,11.0326128806,1,38.0
509,Partial High School,Skilled Manual,M,M,0,1,1,1,10.9125944476,1,26.0
510,Bachelors,Clerical,M,M,1,1,0,2,11.3640773682,1,37.0
511,Graduate Degree,Professional,M,M,1,2,0,2,11.8305352037,0,35.0
512,Bachelors,Clerical,M,M,1,1,1,1,11.3490997997,1,29.0
513,Bachelors,Skilled Manual,F,M,1,0,1,2,10.9558290009,1,43.0
514,Partial College,Clerical,M,S,0,1,0,0,11.3415557176,0,22.0
515,Partial College,Skilled Manual,M,S,0,2,0,0,11.0406472508,1,18.0
516,High School,Clerical,F,M,0,2,0,0,11.2447583968,1,21.0
517,Graduate Degree,Management,F,M,1,2,3,3,11.5857762186,1,51.0
518,Graduate Degree,Skilled Manual,M,S,0,2,0,0,10.9778583768,1,38.0
519,Bachelors,Skilled Manual,F,S,0,0,0,0,10.8986264327,0,30.0
520,Bachelors,Skilled Manual,F,M,0,0,0,0,10.8411091551,1,24.0
521,Partial High School,Manual,M,M,0,1,0,0,10.4515222521,0,22.0
522,Graduate Degree,Management,F,S,0,3,0,0,11.595583212,0,23.0
523,Partial College,Manual,M,M,1,0,0,2,10.4212987205,1,34.0
524,Bachelors,Skilled Manual,M,S,0,1,0,0,10.8719531901,1,37.0
525,Bachelors,Management,M,M,1,2,0,0,11.6330435501,0,32.0
526,Graduate Degree,Clerical,F,S,0,0,0,0,11.2544785178,0,29.0
527,Graduate Degree,Manual,M,M,0,0,1,2,10.4282456668,1,25.0
528,Bachelors,Management,M,M,1,2,2,2,11.5768669329,1,31.0
529,High School,Skilled Manual,F,M,1,1,2,2,10.9272864921,1,49.0
530,Partial College,Skilled Manual,F,S,0,1,0,0,10.9428627979,0,17.0
531,Bachelors,Professional,F,M,1,3,1,2,11.7930691954,1,38.0
532,Partial College,Skilled Manual,M,M,1,2,1,2,10.8891364225,1,36.0
533,Partial College,Manual,M,M,1,0,2,2,10.3695459094,1,34.0
534,Partial College,Management,F,M,1,0,1,2,11.6105057933,1,41.0
535,High School,Skilled Manual,F,M,1,1,1,2,10.8524003512,1,39.0
536,Partial College,Management,F,S,0,1,0,0,11.5803130487,0,22.0
537,Bachelors,Management,M,M,1,2,0,2,11.584324772,0,52.0
538,Bachelors,Management,M,M,1,1,1,1,11.6168078888,1,34.0
539,Graduate Degree,Manual,F,S,0,0,0,0,10.41283208,1,30.0
540,Bachelors,Management,M,M,1,2,0,0,11.6394876288,0,33.0
541,Bachelors,Skilled Manual,F,M,1,2,1,2,10.9829849773,1,43.0
542,Bachelors,Manual,M,S,0,1,0,0,10.1725218306,0,20.0
543,Partial College,Clerical,F,S,0,0,0,0,11.3552418851,1,25.0
544,Graduate Degree,Skilled Manual,F,M,1,2,0,2,10.9382899434,0,60.0
545,Partial College,Skilled Manual,F,S,0,1,0,0,10.9456353042,0,24.0
546,Bachelors,Clerical,M,S,0,1,0,0,11.2764306813,1,28.0
547,Bachelors,Clerical,F,M,1,3,1,1,11.31051548,1,28.0
548,Partial College,Skilled Manual,F,S,1,1,0,1,10.8488709586,0,57.0
549,Bachelors,Professional,F,M,1,2,0,0,11.7925703254,1,37.0
550,Partial High School,Manual,M,M,1,1,2,2,10.2073628049,0,77.0
551,Partial High School,Skilled Manual,M,S,0,1,0,0,10.9558464567,0,25.0
552,Bachelors,Professional,F,M,1,3,0,2,11.7665051035,1,33.0
553,Partial College,Skilled Manual,F,M,0,2,0,0,10.8511994291,0,17.0
554,Partial College,Clerical,M,S,0,1,0,0,11.3682348968,0,33.0
555,Graduate Degree,Management,M,M,1,3,0,3,11.5894234359,1,58.0
556,Bachelors,Management,F,S,1,2,0,0,11.5369153917,0,32.0
557,Partial College,Skilled Manual,F,M,1,2,0,2,10.9378990408,1,45.0
558,Bachelors,Management,M,S,1,2,0,1,11.6214390046,0,53.0
559,Graduate Degree,Clerical,M,M,1,1,1,2,11.2705481245,1,30.0
560,Partial High School,Skilled Manual,M,S,0,1,0,0,11.0098034256,1,17.0
561,Partial College,Management,F,S,1,2,0,0,11.6026930402,1,41.0
562,Partial College,Manual,M,M,0,0,0,0,10.305580314,0,17.0
563,Graduate Degree,Manual,M,M,0,0,1,2,10.3078186846,0,27.0
564,Bachelors,Clerical,M,S,0,0,0,0,11.3410452076,1,21.0
565,High School,Clerical,F,M,1,1,1,2,11.2806024106,1,52.0
566,High School,Skilled Manual,M,M,1,2,1,1,10.9468337534,1,47.0
567,Partial College,Skilled Manual,F,S,0,1,0,0,10.9578866865,0,34.0
568,Partial College,Clerical,M,M,0,2,0,0,11.2936120692,1,17.0
569,Bachelors,Skilled Manual,M,M,1,1,1,2,11.0189405701,0,53.0
570,Partial College,Skilled Manual,M,M,1,0,0,2,10.906011025,0,47.0
571,High School,Manual,F,M,1,1,0,2,10.1774002609,0,42.0
572,High School,Skilled Manual,F,S,0,1,0,0,10.8839729965,0,22.0
573,Bachelors,Professional,F,M,1,1,1,2,11.7770113236,1,38.0
574,Partial College,Skilled Manual,F,M,1,1,0,3,11.0354540209,0,53.0
575,Bachelors,Skilled Manual,F,M,1,1,1,2,10.89735025,1,37.0
576,Graduate Degree,Skilled Manual,F,M,0,2,0,0,10.8579214942,1,23.0
577,Partial College,Clerical,F,M,1,2,0,1,11.2729281841,0,28.0
578,Partial College,Manual,M,S,1,0,0,0,10.3995852509,0,47.0
579,Partial College,Skilled Manual,F,M,1,1,3,3,11.013633077,1,50.0
580,High School,Skilled Manual,M,M,1,1,2,2,10.9415356342,0,41.0
581,Partial College,Manual,M,S,1,1,0,0,10.2029623171,0,45.0
582,Bachelors,Management,M,M,1,1,1,2,11.6332918276,1,33.0
583,High School,Skilled Manual,M,S,0,1,0,0,10.994386839,0,24.0
584,Graduate Degree,Professional,F,S,1,3,0,0,11.8217107891,0,30.0
585,Bachelors,Management,M,S,0,0,0,0,11.5901827585,0,21.0
586,Graduate Degree,Skilled Manual,F,M,1,1,1,1,10.893641941,1,38.0
587,Partial College,Clerical,M,M,0,0,0,0,11.3370709517,0,16.0
588,Partial College,Manual,M,S,0,1,0,0,10.3540853508,1,41.0
589,Bachelors,Skilled Manual,M,S,0,1,0,0,10.8678824991,0,28.0
590,Partial College,Manual,M,M,1,1,0,2,10.2606373837,0,42.0
591,High School,Skilled Manual,F,S,0,1,0,0,11.0102829348,0,23.0
592,Bachelors,Professional,M,M,1,3,2,2,11.8036603728,1,28.0
593,Bachelors,Professional,M,S,1,2,0,1,11.7907541519,0,52.0
594,Graduate Degree,Clerical,M,M,1,1,0,2,11.2857738923,0,27.0
595,High School,Skilled Manual,M,S,1,0,0,1,10.902979077,0,50.0
596,High School,Skilled Manual,M,S,0,0,0,0,10.9363339004,1,21.0
597,High School,Skilled Manual,M,S,0,2,0,0,11.026499728,0,32.0
598,Graduate Degree,Professional,F,S,1,2,0,0,11.8011898678,1,30.0
599,Partial College,Skilled Manual,F,S,0,1,0,0,10.9684051647,0,25.0
600,Bachelors,Skilled Manual,F,M,1,0,1,2,10.8721430046,1,57.0
601,Partial College,Skilled Manual,M,S,0,2,0,0,10.8857907188,1,31.0
602,Partial College,Skilled Manual,F,M,1,1,0,2,10.8978683176,0,43.0
603,Partial College,Skilled Manual,F,S,0,0,0,0,10.9920663402,1,19.0
604,Bachelors,Professional,M,M,1,2,0,0,11.7918291196,0,19.0
605,Partial High School,Skilled Manual,F,S,0,2,0,0,10.9561431589,1,30.0
606,Bachelors,Skilled Manual,F,S,0,2,0,0,11.0127265109,1,28.0
607,Bachelors,Manual,M,M,1,1,0,2,10.2946170619,0,41.0
608,Graduate Degree,Management,M,M,1,1,1,2,11.634160314,1,54.0
609,Bachelors,Management,F,S,1,2,0,0,11.56321926,1,43.0
610,Partial College,Clerical,F,M,1,1,0,2,11.3123992035,0,42.0
611,Partial College,Manual,M,M,1,1,0,2,10.2553760597,0,52.0
612,Partial College,Manual,F,M,1,1,0,1,10.4924956934,0,40.0
613,Partial College,Skilled Manual,F,M,1,2,1,2,11.0223272149,1,34.0
614,Partial College,Skilled Manual,M,M,1,2,1,2,10.9438702656,1,37.0
615,Bachelors,Clerical,M,S,0,1,0,0,11.3446843124,1,18.0
616,High School,Skilled Manual,M,M,1,2,1,2,11.0046798435,1,39.0
617,Graduate Degree,Skilled Manual,M,S,0,1,0,0,11.0044969658,1,30.0
618,Graduate Degree,Professional,M,M,1,1,0,1,11.7730410492,1,30.0
619,Partial College,Manual,M,M,1,0,0,2,10.2823690947,0,45.0
620,Partial College,Manual,F,M,1,0,0,1,10.3301268959,0,41.0
621,Bachelors,Manual,F,S,0,1,0,0,10.4165506712,0,28.0
622,Bachelors,Management,M,M,1,2,0,0,11.5512900425,0,32.0
623,Partial College,Clerical,M,S,0,2,0,0,11.2728519064,1,25.0
624,High School,Skilled Manual,F,M,1,1,1,2,10.9011186114,0,47.0
625,Partial High School,Skilled Manual,M,S,0,0,0,0,10.8626270237,1,17.0
626,Graduate Degree,Clerical,F,M,1,2,1,1,11.276380008,1,25.0
627,Partial College,Management,F,M,1,3,1,2,11.6164743406,1,42.0
628,Graduate Degree,Professional,M,S,1,2,0,0,11.8401767475,1,27.0
629,Partial College,Management,F,S,0,3,0,0,11.5553046464,1,23.0
630,Bachelors,Clerical,M,M,1,3,1,1,11.2748839886,1,33.0
631,Partial College,Clerical,F,M,1,2,1,2,11.3430264282,1,32.0
632,Graduate Degree,Professional,M,M,1,2,0,0,11.7762277509,1,38.0
633,High School,Manual,F,S,0,1,0,0,10.2505817473,0,41.0
634,High School,Skilled Manual,M,M,0,1,0,0,10.9465695131,0,18.0
635,Bachelors,Professional,M,S,1,2,0,0,11.7871422865,1,31.0
636,Bachelors,Skilled Manual,F,S,1,0,1,1,10.9089789299,1,59.0
637,High School,Skilled Manual,M,S,1,0,0,0,10.8779905872,1,41.0
638,Partial College,Clerical,F,M,1,0,1,2,11.2517425025,1,33.0
639,Partial College,Clerical,M,S,0,2,0,0,11.2673190009,1,21.0
640,Partial College,Clerical,M,S,0,2,0,0,11.3247508122,1,21.0
641,Graduate Degree,Management,M,S,1,0,0,0,11.5661154595,1,33.0
642,Bachelors,Management,F,M,1,2,1,2,11.6017418786,1,51.0
643,Bachelors,Management,F,M,1,0,2,2,11.6337261651,1,52.0
644,High School,Clerical,M,S,0,1,0,0,11.3550779603,1,23.0
645,Partial High School,Skilled Manual,M,M,1,2,0,2,10.9668180271,0,42.0
646,Partial College,Management,M,S,1,0,0,0,11.5456056044,1,43.0
647,Bachelors,Clerical,M,S,0,2,0,0,11.3087017985,1,28.0
648,Partial College,Skilled Manual,F,M,1,1,1,2,10.8414614952,1,54.0
649,Partial College,Clerical,F,S,1,3,0,0,11.305815191,1,35.0
650,Bachelors,Skilled Manual,F,M,0,2,0,2,10.9434638657,0,26.0
651,Bachelors,Management,F,M,1,3,0,2,11.5430666219,1,32.0
652,Partial College,Skilled Manual,M,S,1,1,1,1,10.9851571205,1,53.0
653,Graduate Degree,Skilled Manual,M,M,1,1,0,1,11.0387531589,0,31.0
654,Partial College,Clerical,F,M,1,2,1,2,11.2586781686,1,40.0
655,Partial College,Skilled Manual,F,S,1,2,1,1,10.8909261655,1,66.0
656,Partial College,Clerical,M,M,1,2,1,2,11.3521931738,1,43.0
657,Partial High School,Manual,M,S,0,0,0,0,10.2357007322,0,42.0
658,Bachelors,Manual,M,S,0,0,0,0,10.1819522754,0,31.0
659,Partial College,Clerical,M,S,0,2,0,0,11.2902692949,1,17.0
660,Partial College,Skilled Manual,M,M,1,2,1,2,10.890404488,1,51.0
661,Graduate Degree,Skilled Manual,M,S,0,2,0,0,11.003282475,1,34.0
662,Bachelors,Management,M,S,1,0,0,0,11.5771014204,1,36.0
663,Partial High School,Skilled Manual,M,S,0,2,0,0,10.8997532975,1,31.0
664,High School,Skilled Manual,F,S,0,2,0,0,11.0282547987,0,30.0
665,Bachelors,Manual,M,S,0,1,0,0,10.5031753395,0,28.0
666,Bachelors,Clerical,M,M,1,1,1,2,11.3836933885,1,33.0
667,Partial College,Management,F,M,1,2,2,2,11.6340540093,1,37.0
668,Bachelors,Clerical,F,M,1,3,1,2,11.2784175836,1,49.0
669,Bachelors,Management,M,M,1,1,1,1,11.5642267593,1,24.0
670,Partial High School,Manual,M,S,0,1,0,0,10.165851817,0,23.0
671,Bachelors,Clerical,F,S,0,0,0,0,11.2810564573,1,31.0
672,Bachelors,Clerical,M,S,0,1,0,0,11.3279684384,0,16.0
673,Graduate Degree,Skilled Manual,F,S,0,1,0,0,10.8784433405,0,28.0
674,Partial College,Manual,M,M,1,1,1,1,10.1821414938,0,35.0
675,High School,Skilled Manual,M,S,0,1,0,0,10.9080455391,0,23.0
676,High School,Skilled Manual,F,M,1,2,1,2,10.9333926432,1,41.0
677,Partial College,Manual,F,M,1,1,0,2,10.2582556797,0,60.0
678,Graduate Degree,Management,F,S,0,3,0,0,11.5377546536,0,28.0
679,Bachelors,Clerical,F,M,0,2,0,0,11.2801481577,1,20.0
680,Partial College,Skilled Manual,F,M,1,1,0,2,10.8380896042,1,46.0
681,Bachelors,Manual,F,M,1,0,1,2,10.4830740209,1,43.0
682,Partial High School,Manual,M,S,0,1,0,0,10.5089504025,0,24.0
683,High School,Clerical,M,M,1,1,2,2,11.3601355256,1,49.0
684,Graduate Degree,Management,M,S,1,2,0,0,11.5872998302,1,44.0
685,High School,Skilled Manual,F,S,0,2,0,0,11.0253768181,1,21.0
686,Partial High School,Manual,M,M,0,0,0,0,10.4277425966,0,22.0
687,High School,Skilled Manual,M,M,1,1,0,2,10.973185831,0,52.0
688,High School,Skilled Manual,F,M,0,0,0,0,11.0279462594,1,18.0
689,Bachelors,Skilled Manual,F,M,1,1,0,2,11.0280437032,0,50.0
690,Partial College,Manual,F,M,1,1,0,2,10.5060533549,0,42.0
691,Bachelors,Professional,M,S,0,2,0,0,11.7722312108,0,21.0
692,Partial College,Skilled Manual,F,S,0,2,0,0,10.899106891,0,37.0
693,Graduate Degree,Clerical,M,M,1,2,1,1,11.3416150623,1,35.0
694,Graduate Degree,Skilled Manual,F,S,0,1,0,0,11.015345068,0,24.0
695,Partial High School,Manual,M,S,0,0,0,0,10.1503866922,0,18.0
696,Partial College,Clerical,F,M,0,1,0,0,11.279744204,0,16.0
697,Graduate Degree,Professional,F,M,1,2,0,0,11.7868381733,1,37.0
698,Bachelors,Manual,F,S,0,0,0,0,10.3166231669,0,30.0
699,Partial High School,Skilled Manual,F,S,1,1,0,0,10.9122663038,0,39.0
700,Bachelors,Skilled Manual,M,M,1,1,1,2,10.883353842,1,54.0
701,Partial College,Clerical,M,S,1,3,0,1,11.2829209308,1,62.0
702,Bachelors,Skilled Manual,F,M,1,2,0,2,11.0208234552,0,49.0
703,Partial College,Manual,M,M,1,0,1,1,10.3009540905,0,35.0
704,Partial College,Clerical,F,M,1,1,1,2,11.2731569821,1,34.0
705,Bachelors,Professional,M,M,1,4,1,2,11.8340882506,1,32.0
706,High School,Skilled Manual,M,M,1,1,1,2,11.0074521586,1,45.0
707,Partial College,Management,F,S,1,1,0,0,11.6326177879,0,37.0
708,Partial College,Skilled Manual,F,S,1,0,0,0,10.9609652978,1,44.0
709,Graduate Degree,Professional,F,M,1,1,0,1,11.7816846231,0,24.0
710,High School,Skilled Manual,M,S,0,2,0,0,10.9455647625,1,24.0
711,Bachelors,Skilled Manual,M,M,1,0,1,2,10.8625312135,1,53.0
712,Bachelors,Professional,M,S,1,2,0,0,11.7937037611,0,28.0
713,High School,Skilled Manual,F,M,1,2,1,2,10.8463423155,1,45.0
714,High School,Clerical,F,M,0,3,0,0,11.3695861314,1,19.0
715,Graduate Degree,Manual,F,S,0,1,0,0,10.4559060736,0,37.0
716,Bachelors,Skilled Manual,F,S,0,2,0,0,11.0242852483,1,32.0
717,Graduate Degree,Skilled Manual,F,M,1,1,0,1,11.0228334076,0,30.0
718,Bachelors,Clerical,F,S,0,1,0,0,11.3060857804,0,33.0
719,Bachelors,Management,F,S,1,0,0,0,11.5314429531,0,31.0
720,Partial College,Skilled Manual,M,S,0,1,0,0,10.9318919462,0,21.0
721,Bachelors,Manual,F,M,0,1,0,2,10.2872181685,0,33.0
