,City,StateProvinceName,CountryRegionName,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,AvgMonthSpend,age,year,month,day
209,W. Linn,Oregon,United States,1983-07-05,Bachelors,Management,F,S,1,1,0,0,109072,0,51.35,33.0,1983,7,5
210,Paris,Seine (Paris),France,1982-01-21,Graduate Degree,Management,M,M,1,4,0,2,110148,0,52.17,35.0,1982,1,21
211,Bremerton,Washington,United States,1985-06-23,Partial College,Management,F,M,1,2,1,2,103959,1,55.47,31.0,1985,6,23
212,Edmonds,Washington,United States,1999-05-07,High School,Skilled Manual,F,S,0,1,0,0,54230,0,49.34,17.0,1999,5,7
213,Port Orchard,Washington,United States,1978-04-21,Bachelors,Professional,F,S,1,2,0,0,133903,1,54.91,38.0,1978,4,21
214,Colma,California,United States,1982-05-05,Bachelors,Clerical,M,S,1,1,0,0,79311,1,57.12,34.0,1982,5,5
215,Glendale,California,United States,1981-01-21,Partial College,Clerical,F,M,1,2,0,2,84084,1,49.84,36.0,1981,1,21
216,Fremont,California,United States,1989-04-26,Bachelors,Skilled Manual,M,S,0,2,0,0,54821,1,51.55,27.0,1989,4,26
217,La Jolla,California,United States,1974-09-26,Partial College,Clerical,M,M,1,2,1,2,77748,1,56.89,42.0,1974,9,26
218,Newcastle,New South Wales,Australia,1966-06-21,High School,Manual,M,M,1,0,2,2,27122,0,46.82,50.0,1966,6,21
219,Dresden,Hessen,Germany,1983-04-06,Partial College,Skilled Manual,M,S,0,0,0,0,62520,1,50.43,33.0,1983,4,6
220,Cerritos,California,United States,1998-09-20,Partial College,Skilled Manual,F,S,0,1,0,0,55096,0,48.2,18.0,1998,9,20
221,Langford,British Columbia,Canada,1965-04-09,Bachelors,Clerical,M,M,1,2,1,2,83229,1,54.53,51.0,1965,4,9
222,Malabar,New South Wales,Australia,1959-08-03,Bachelors,Skilled Manual,F,M,1,0,0,3,60347,0,48.28,57.0,1959,8,3
223,Salem,Oregon,United States,1985-03-27,Partial College,Manual,F,M,0,0,1,1,27006,0,47.03,31.0,1985,3,27
224,Saint Ouen,Charente-Maritime,France,1969-03-05,High School,Skilled Manual,M,S,1,0,0,0,56071,0,53.02,48.0,1969,3,5
225,Lakewood,California,United States,1970-07-14,Partial College,Skilled Manual,M,S,1,0,0,0,51705,1,48.04,46.0,1970,7,14
226,Novato,California,United States,1986-05-24,Graduate Degree,Clerical,M,M,1,0,1,2,87993,1,61.69,30.0,1986,5,24
227,San Gabriel,California,United States,1975-01-25,Partial College,Clerical,F,M,1,2,0,2,81913,1,50.37,42.0,1975,1,25
228,Melton,Victoria,Australia,1983-10-15,Bachelors,Skilled Manual,F,S,0,0,0,0,55838,1,51.84,33.0,1983,10,15
229,Dresden,Hessen,Germany,1979-02-21,Partial College,Manual,F,S,0,1,0,0,32924,0,48.47,38.0,1979,2,21
230,Kirkland,Washington,United States,1979-10-03,Bachelors,Professional,F,M,1,2,2,2,136633,1,52.44,37.0,1979,10,3
231,Bremerton,Washington,United States,1954-07-15,Graduate Degree,Manual,M,M,1,1,0,3,28954,0,45.77,62.0,1954,7,15
232,Oakland,California,United States,1980-08-14,Partial College,Clerical,M,M,1,1,0,1,78271,0,54.57,36.0,1980,8,14
233,Yakima,Washington,United States,1994-08-23,Partial College,Skilled Manual,M,S,0,0,0,0,54082,1,52.55,22.0,1994,8,23
234,Melton,Victoria,Australia,1981-04-21,Partial College,Management,F,S,1,2,0,0,102019,1,51.15,35.0,1981,4,21
235,Gold Coast,Queensland,Australia,1978-07-17,Bachelors,Skilled Manual,M,M,1,1,0,2,58336,1,55.31,38.0,1978,7,17
236,Rockhampton,Queensland,Australia,1987-04-08,Bachelors,Management,M,M,1,2,0,0,106235,1,50.93,29.0,1987,4,8
237,Issaquah,Washington,United States,1986-05-08,Graduate Degree,Professional,M,M,1,1,0,2,132506,0,55.78,30.0,1986,5,8
238,Mill Valley,California,United States,1977-04-11,Partial College,Skilled Manual,F,M,1,0,2,2,61547,1,52.04,39.0,1977,4,11
239,Santa Cruz,California,United States,1958-08-02,Graduate Degree,Professional,M,S,1,2,1,1,134871,1,54.78,58.0,1958,8,2
240,Esher-Molesey,England,United Kingdom,1989-04-22,High School,Skilled Manual,F,S,0,1,0,0,51970,0,48.52,27.0,1989,4,22
241,Marysville,Washington,United States,1991-01-04,Graduate Degree,Professional,F,S,1,3,0,0,129017,1,52.94,26.0,1991,1,4
242,Milton Keynes,England,United Kingdom,1969-05-13,High School,Skilled Manual,F,S,1,1,0,0,51980,0,49.82,47.0,1969,5,13
243,Matraville,New South Wales,Australia,1988-04-23,Bachelors,Management,F,S,0,1,0,0,107530,0,53.85,28.0,1988,4,23
244,Santa Cruz,California,United States,1990-10-28,Graduate Degree,Clerical,M,M,1,1,0,1,80444,1,49.84,26.0,1990,10,28
245,Coronado,California,United States,1982-09-01,Partial College,Management,F,S,1,2,0,0,105715,1,52.54,34.0,1982,9,1
246,Colma,California,United States,1955-05-27,Graduate Degree,Clerical,M,S,1,0,0,1,77151,1,53.76,61.0,1955,5,27
247,Imperial Beach,California,United States,1978-02-15,Bachelors,Clerical,F,M,1,1,0,2,81669,0,50.68,39.0,1978,2,15
248,Milwaukie,Oregon,United States,1986-10-09,Graduate Degree,Clerical,F,S,0,2,0,0,81432,0,53.33,30.0,1986,10,9
249,Coffs Harbour,New South Wales,Australia,1996-08-13,Bachelors,Manual,M,S,0,0,0,0,34298,1,49.64,20.0,1996,8,13
250,Dunkerque,Nord,France,1978-12-12,Bachelors,Management,F,M,1,1,0,2,107934,0,50.55,38.0,1978,12,12
251,Port Hammond,British Columbia,Canada,1993-09-02,Graduate Degree,Management,F,S,0,2,0,0,109457,1,55.18,23.0,1993,9,2
252,Newport Beach,California,United States,1990-01-09,Bachelors,Skilled Manual,M,M,0,1,1,1,54266,1,48.71,27.0,1990,1,9
253,Saint Germain en Laye,Yveline,France,1988-04-16,High School,Manual,F,S,0,0,0,0,26150,0,45.07,28.0,1988,4,16
254,San Gabriel,California,United States,1986-11-09,Graduate Degree,Management,M,M,1,3,1,2,112302,1,65.29,30.0,1986,11,9
255,Newport Beach,California,United States,1979-09-27,Graduate Degree,Clerical,F,M,1,3,1,1,81542,1,52.28,37.0,1979,9,27
256,Metchosin,British Columbia,Canada,1971-11-07,High School,Skilled Manual,M,M,1,2,1,2,51854,1,48.96,45.0,1971,11,7
257,Spokane,Washington,United States,1985-09-15,Bachelors,Skilled Manual,F,S,0,0,0,0,54153,1,49.83,31.0,1985,9,15
258,Milsons Point,New South Wales,Australia,1984-01-23,Bachelors,Management,M,S,1,1,0,0,105736,0,60.95,33.0,1984,1,23
259,Warrington,England,United Kingdom,1999-02-03,Partial College,Skilled Manual,F,S,0,2,0,0,54626,1,49.02,18.0,1999,2,3
260,Coffs Harbour,New South Wales,Australia,1998-08-16,Bachelors,Clerical,M,M,0,2,0,0,83144,1,49.95,18.0,1998,8,16
261,N. Vancouver,British Columbia,Canada,1961-01-11,Graduate Degree,Professional,M,M,1,2,2,2,135029,1,52.19,56.0,1961,1,11
262,Burlingame,California,United States,1966-11-06,Bachelors,Skilled Manual,F,M,1,0,0,2,52476,1,48.37,50.0,1966,11,6
263,Offenbach,Saarland,Germany,1973-11-16,Bachelors,Clerical,F,S,1,0,0,0,84807,0,51.68,43.0,1973,11,16
264,Colma,California,United States,1995-12-13,High School,Manual,F,S,0,0,0,0,36634,1,47.45,21.0,1995,12,13
265,National City,California,United States,1989-07-21,Bachelors,Clerical,F,S,0,3,0,0,84866,0,52.34,27.0,1989,7,21
266,Newton,British Columbia,Canada,1990-10-02,Bachelors,Clerical,M,M,1,1,1,2,79867,1,51.3,26.0,1990,10,2
267,Sedro Woolley,Washington,United States,1961-09-28,Graduate Degree,Skilled Manual,M,M,1,0,0,2,51783,0,48.34,55.0,1961,9,28
268,W. York,England,United Kingdom,1963-11-18,Graduate Degree,Skilled Manual,F,M,1,1,1,2,55768,1,49.91,53.0,1963,11,18
269,Royal Oak,British Columbia,Canada,1978-11-05,Partial College,Clerical,F,M,1,2,1,2,80690,1,53.74,38.0,1978,11,5
270,Glendale,California,United States,1994-03-06,High School,Manual,F,M,0,0,0,0,30247,1,46.58,23.0,1994,3,6
271,San Diego,California,United States,1977-09-13,Partial College,Clerical,M,M,1,2,0,2,83705,1,54.01,39.0,1977,9,13
272,Coffs Harbour,New South Wales,Australia,1990-12-07,Bachelors,Management,F,S,0,2,0,0,106597,0,50.76,26.0,1990,12,7
273,Colma,California,United States,1991-12-27,Graduate Degree,Skilled Manual,F,M,0,0,1,2,60958,1,48.95,25.0,1991,12,27
274,Renton,Washington,United States,1985-07-15,Bachelors,Management,M,S,1,2,0,0,111130,1,63.85,31.0,1985,7,15
275,Concord,California,United States,1985-04-08,Bachelors,Skilled Manual,M,M,1,0,0,1,53604,1,48.03,31.0,1985,4,8
276,Bellingham,Washington,United States,1994-10-17,High School,Skilled Manual,F,M,0,1,0,0,57269,0,48.55,22.0,1994,10,17
277,Issaquah,Washington,United States,1984-04-08,Bachelors,Skilled Manual,M,S,0,2,0,0,61287,1,51.94,32.0,1984,4,8
278,Vancouver,British Columbia,Canada,1996-08-25,High School,Clerical,F,S,0,1,0,0,77098,0,49.88,20.0,1996,8,25
279,Spokane,Washington,United States,1994-03-03,High School,Skilled Manual,M,M,0,2,0,0,52607,1,47.88,23.0,1994,3,3
280,Burien,Washington,United States,1973-05-14,Bachelors,Professional,M,M,1,2,0,2,130743,1,56.86,43.0,1973,5,14
281,Grossmont,California,United States,1980-09-03,High School,Skilled Manual,M,M,1,0,1,2,59358,1,50.77,36.0,1980,9,3
282,Walla Walla,Washington,United States,1974-02-25,High School,Skilled Manual,M,M,1,0,1,1,54025,1,58.93,43.0,1974,2,25
283,Victoria,British Columbia,Canada,1969-07-12,Partial College,Clerical,F,M,1,2,1,2,79556,1,52.52,47.0,1969,7,12
284,Rhodes,New South Wales,Australia,1960-03-20,Bachelors,Professional,F,M,1,1,0,2,128521,0,52.14,57.0,1960,3,20
285,Salzgitter,Hessen,Germany,1972-08-10,Partial College,Skilled Manual,M,M,1,1,1,2,51642,1,60.33,44.0,1972,8,10
286,Billericay,England,United Kingdom,1972-05-12,Partial College,Skilled Manual,F,S,1,2,0,0,52484,1,48.06,44.0,1972,5,12
287,Berlin,Hessen,Germany,1983-03-05,High School,Manual,M,S,0,0,0,0,30051,1,54.72,34.0,1983,3,5
288,Langford,British Columbia,Canada,1977-07-06,Partial High School,Manual,F,M,1,1,1,1,25495,0,46.72,39.0,1977,7,6
289,Gold Coast,Queensland,Australia,1962-10-09,Bachelors,Professional,M,M,1,2,1,2,136250,1,52.89,54.0,1962,10,9
290,Vancouver,British Columbia,Canada,1980-05-24,Bachelors,Skilled Manual,F,S,0,0,0,0,51351,1,50.49,36.0,1980,5,24
291,Woodland Hills,California,United States,1983-08-04,Bachelors,Professional,M,S,1,2,0,0,134516,1,54.09,33.0,1983,8,4
292,North Sydney,New South Wales,Australia,1993-07-15,Partial College,Skilled Manual,M,M,0,2,0,0,58340,1,47.92,23.0,1993,7,15
293,Edmonds,Washington,United States,1970-02-04,Partial College,Clerical,M,M,1,3,1,2,78194,1,51.27,47.0,1970,2,4
294,Lake Oswego,Oregon,United States,1990-07-08,Graduate Degree,Manual,M,M,0,0,1,2,27849,0,44.95,26.0,1990,7,8
295,Stoke-on-Trent,England,United Kingdom,1992-09-17,Partial High School,Manual,M,S,0,0,0,0,31315,0,45.82,24.0,1992,9,17
296,Paris,Seine (Paris),France,1988-09-02,Graduate Degree,Professional,F,M,1,2,2,2,133103,1,55.68,28.0,1988,9,2
297,Paris,Seine (Paris),France,1989-04-09,High School,Clerical,M,S,0,1,0,0,85953,1,53.66,27.0,1989,4,9
298,Hof,Bayern,Germany,1985-11-04,High School,Clerical,F,S,0,0,0,0,78356,1,53.89,31.0,1985,11,4
299,Everett,Washington,United States,1986-04-02,Graduate Degree,Professional,M,M,1,2,0,0,132022,1,59.88,30.0,1986,4,2
300,Oxford,England,United Kingdom,1985-03-10,Bachelors,Management,F,M,1,2,0,0,103281,1,52.11,32.0,1985,3,10
301,Billericay,England,United Kingdom,1992-05-23,Partial High School,Manual,M,S,0,0,0,0,36326,0,47.59,24.0,1992,5,23
302,San Diego,California,United States,1985-09-01,Bachelors,Clerical,F,S,0,2,0,0,80632,1,51.45,31.0,1985,9,1
303,Hervey Bay,Queensland,Australia,1983-10-23,Bachelors,Skilled Manual,F,M,1,1,0,1,54443,0,48.16,33.0,1983,10,23
304,Chatou,Yveline,France,1985-11-07,Partial College,Skilled Manual,M,M,1,1,1,2,53720,1,51.27,31.0,1985,11,7
305,Chula Vista,California,United States,1973-06-25,Bachelors,Professional,M,M,1,2,2,2,138094,1,57.58,43.0,1973,6,25
306,Spokane,Washington,United States,1984-07-22,Bachelors,Clerical,F,S,0,2,0,0,81168,0,53.38,32.0,1984,7,22
307,Salem,Oregon,United States,1963-10-22,Bachelors,Management,M,M,1,0,0,2,110907,1,51.67,53.0,1963,10,22
308,Cliffside,British Columbia,Canada,1967-08-15,Partial College,Skilled Manual,M,M,1,2,0,2,55051,0,48.71,49.0,1967,8,15
309,Pantin,Seine Saint Denis,France,1970-08-23,High School,Skilled Manual,M,M,1,1,1,2,60460,1,50.25,46.0,1970,8,23
310,Burien,Washington,United States,1975-06-18,Partial College,Management,M,M,1,1,0,2,113065,0,56.2,41.0,1975,6,18
311,Erlangen,Bayern,Germany,1990-12-12,Partial College,Clerical,F,S,0,2,0,0,78659,1,51.01,26.0,1990,12,12
312,Bottrop,Nordrhein-Westfalen,Germany,1985-09-17,High School,Skilled Manual,F,M,1,0,1,2,60825,1,49.8,31.0,1985,9,17
313,Dunkerque,Nord,France,1978-10-13,Partial College,Skilled Manual,M,S,0,0,0,0,51307,1,54.85,38.0,1978,10,13
314,Everett,Washington,United States,1961-05-04,Graduate Degree,Professional,F,S,1,2,1,1,135850,1,53.04,55.0,1961,5,4
315,Bottrop,Nordrhein-Westfalen,Germany,1983-11-20,High School,Skilled Manual,F,S,0,1,0,0,56139,0,50.17,33.0,1983,11,20
316,Stoke-on-Trent,England,United Kingdom,1970-08-05,Partial College,Management,M,M,1,1,0,2,106292,1,54.08,46.0,1970,8,5
317,Milwaukie,Oregon,United States,1990-10-09,Graduate Degree,Clerical,M,M,1,0,1,2,86492,1,53.3,26.0,1990,10,9
318,Gold Coast,Queensland,Australia,1988-07-09,Bachelors,Clerical,F,S,0,2,0,0,78270,1,49.89,28.0,1988,7,9
319,Bellingham,Washington,United States,1975-11-09,Partial College,Clerical,F,M,1,2,1,2,76306,1,51.6,41.0,1975,11,9
320,Metz,Moselle,France,1994-10-11,Partial High School,Manual,M,S,0,0,0,0,26611,0,49.1,22.0,1994,10,11
321,San Diego,California,United States,1999-03-21,High School,Skilled Manual,F,S,0,1,0,0,53598,0,50.0,17.0,1999,3,21
322,Lane Cove,New South Wales,Australia,1970-10-24,Partial High School,Skilled Manual,F,M,1,1,1,2,55540,1,48.25,46.0,1970,10,24
323,Renton,Washington,United States,1991-03-12,Graduate Degree,Professional,M,M,1,2,0,0,138508,0,52.1,26.0,1991,3,12
324,Sedro Woolley,Washington,United States,1959-06-23,Graduate Degree,Management,F,M,1,0,0,3,103553,1,50.42,57.0,1959,6,23
325,Hamburg,Hamburg,Germany,1980-10-04,Bachelors,Management,M,S,1,2,0,0,106124,1,61.62,36.0,1980,10,4
326,Frankfurt,Hessen,Germany,1997-10-01,Partial College,Clerical,M,M,0,3,0,0,87137,0,50.42,19.0,1997,10,1
327,Hamburg,Hessen,Germany,1986-10-10,Partial High School,Skilled Manual,M,M,1,0,0,1,53321,0,56.64,30.0,1986,10,10
328,High Wycombe,England,United Kingdom,1989-06-14,Bachelors,Management,F,S,0,2,0,0,106613,1,51.41,27.0,1989,6,14
329,Gold Coast,Queensland,Australia,1977-12-01,High School,Skilled Manual,F,S,1,0,0,0,53096,1,47.62,39.0,1977,12,1
330,Port Orchard,Washington,United States,1976-09-14,Partial High School,Skilled Manual,M,S,1,1,0,0,60793,1,52.1,40.0,1976,9,14
331,Offenbach,Saarland,Germany,1984-08-21,Partial High School,Manual,M,S,0,1,0,0,30763,0,59.24,32.0,1984,8,21
332,Burbank,California,United States,1986-08-13,Graduate Degree,Professional,F,M,1,0,0,2,135185,0,52.68,30.0,1986,8,13
333,Glendale,California,United States,1976-09-23,Partial High School,Skilled Manual,M,S,1,1,0,0,57677,0,59.09,40.0,1976,9,23
334,Lille,Nord,France,1976-09-18,Bachelors,Clerical,M,M,1,1,1,2,78065,1,59.07,40.0,1976,9,18
335,Burlingame,California,United States,1983-11-01,Bachelors,Clerical,M,M,1,2,1,2,82159,1,55.33,33.0,1983,11,1
336,Geelong,Victoria,Australia,1984-12-14,Bachelors,Management,M,M,1,3,1,2,104925,1,60.88,32.0,1984,12,14
337,Darmstadt,Hessen,Germany,1985-07-19,Partial College,Skilled Manual,F,S,0,2,0,0,53762,1,50.67,31.0,1985,7,19
338,Darlinghurst,New South Wales,Australia,1996-04-15,Bachelors,Clerical,F,M,0,0,0,0,85651,0,50.85,20.0,1996,4,15
339,Dresden,Hessen,Germany,1988-03-24,Partial College,Clerical,F,M,1,1,1,1,78680,1,50.72,28.0,1988,3,24
340,Esher-Molesey,England,United Kingdom,1981-05-13,Graduate Degree,Professional,M,M,1,2,0,2,138681,1,53.75,35.0,1981,5,13
341,London,England,United Kingdom,1985-01-11,High School,Clerical,M,S,0,0,0,0,86677,1,53.75,32.0,1985,1,11
342,London,England,United Kingdom,1979-06-27,Partial College,Clerical,F,S,1,0,0,0,84713,1,50.43,37.0,1979,6,27
343,Woodland Hills,California,United States,1968-09-22,Partial College,Management,F,S,1,3,0,0,102387,1,51.8,48.0,1968,9,22
344,East Brisbane,Queensland,Australia,1990-06-13,Partial High School,Manual,M,S,0,0,0,0,26017,0,47.35,26.0,1990,6,13
345,Duesseldorf,Hessen,Germany,1984-10-12,Partial College,Clerical,M,S,0,2,0,0,78140,1,56.06,32.0,1984,10,12
346,Hamburg,Hamburg,Germany,1974-11-16,Partial College,Skilled Manual,F,M,1,2,0,2,57071,0,49.02,42.0,1974,11,16
347,Vancouver,British Columbia,Canada,1973-04-11,Graduate Degree,Manual,F,M,1,1,0,1,36338,0,47.0,43.0,1973,4,11
348,Rhodes,New South Wales,Australia,1985-08-05,Bachelors,Skilled Manual,F,M,1,2,0,1,55936,0,48.44,31.0,1985,8,5
349,Renton,Washington,United States,1985-07-03,Bachelors,Skilled Manual,F,S,0,2,0,0,59776,0,49.16,31.0,1985,7,3
350,Milwaukie,Oregon,United States,1965-11-05,Partial High School,Skilled Manual,F,S,1,1,0,1,53200,0,50.59,51.0,1965,11,5
351,East Brisbane,Queensland,Australia,1982-10-28,Partial College,Manual,M,M,1,0,2,2,33934,1,50.69,34.0,1982,10,28
352,Duesseldorf,Hessen,Germany,1989-09-15,Graduate Degree,Skilled Manual,M,S,0,0,0,0,58601,0,49.56,27.0,1989,9,15
353,Orleans,Loiret,France,1987-03-20,High School,Clerical,F,S,0,3,0,0,78945,0,51.41,29.0,1987,3,20
354,Villeneuve-d'Ascq,Nord,France,1996-06-27,High School,Manual,F,S,0,0,0,0,32044,0,48.07,20.0,1996,6,27
355,Runcorn,England,United Kingdom,1933-09-10,Partial College,Management,F,S,1,2,1,1,112047,1,53.7,83.0,1933,9,10
356,Münster,Saarland,Germany,1992-05-09,High School,Clerical,M,M,1,0,0,1,79952,1,49.27,24.0,1992,5,9
357,Hof,Bayern,Germany,1975-09-12,Partial College,Manual,M,M,1,1,0,2,35702,1,52.27,41.0,1975,9,12
358,Stuttgart,Saarland,Germany,1968-09-22,Partial College,Skilled Manual,F,M,1,0,1,2,57286,1,48.22,48.0,1968,9,22
359,Concord,California,United States,1989-03-18,Graduate Degree,Skilled Manual,M,M,0,0,0,1,57036,1,49.26,27.0,1989,3,18
360,Daly City,California,United States,1968-08-20,Bachelors,Clerical,F,M,1,2,1,1,82552,1,52.33,48.0,1968,8,20
361,Coronado,California,United States,1965-11-13,Bachelors,Professional,M,M,1,1,1,2,130517,1,55.81,51.0,1965,11,13
362,London,England,United Kingdom,1964-02-19,Bachelors,Manual,M,S,1,0,0,1,32990,1,48.65,53.0,1964,2,19
363,Bellingham,Washington,United States,1994-03-03,High School,Manual,F,M,0,1,0,0,35976,0,46.76,23.0,1994,3,3
364,Goulburn,New South Wales,Australia,1987-03-09,Graduate Degree,Clerical,F,S,0,0,0,0,80570,1,52.34,30.0,1987,3,9
365,Santa Monica,California,United States,1975-11-28,High School,Skilled Manual,F,M,1,1,0,2,58899,1,48.79,41.0,1975,11,28
366,Grevenbroich,Bayern,Germany,1993-07-17,Partial High School,Skilled Manual,F,S,0,0,0,0,61956,0,52.08,23.0,1993,7,17
367,Everett,Washington,United States,1976-06-20,High School,Manual,M,M,1,1,0,2,27870,0,46.65,40.0,1976,6,20
368,Goulburn,New South Wales,Australia,1987-01-26,Bachelors,Skilled Manual,M,S,0,2,0,0,51704,1,52.13,30.0,1987,1,26
369,London,England,United Kingdom,1997-04-10,Partial College,Management,F,S,0,0,0,0,105891,0,54.67,19.0,1997,4,10
370,Hobart,Tasmania,Australia,1981-07-06,Partial College,Clerical,F,M,1,3,0,2,82216,1,49.39,35.0,1981,7,6
371,Seattle,Washington,United States,1985-11-18,Bachelors,Skilled Manual,F,S,0,1,0,0,58372,0,48.93,31.0,1985,11,18
372,Shawnee,British Columbia,Canada,1956-09-06,Partial College,Skilled Manual,F,M,1,1,1,2,56626,1,52.89,60.0,1956,9,6
373,Grossmont,California,United States,1983-09-20,Partial College,Skilled Manual,M,M,1,2,0,1,53367,0,55.4,33.0,1983,9,20
374,Redwood City,California,United States,1997-11-04,Partial High School,Manual,M,S,0,0,0,0,28750,0,45.95,19.0,1997,11,4
375,N. Vancouver,British Columbia,Canada,1963-12-27,Graduate Degree,Skilled Manual,F,M,1,2,0,2,59994,0,49.44,53.0,1963,12,27
376,Berlin,Hessen,Germany,1965-09-08,High School,Skilled Manual,M,M,1,2,1,2,54516,1,51.71,51.0,1965,9,8
377,Bellingham,Washington,United States,1997-11-24,Partial High School,Skilled Manual,M,S,0,1,0,0,53750,1,51.76,19.0,1997,11,24
378,Burien,Washington,United States,1989-03-19,Bachelors,Skilled Manual,F,S,0,0,0,0,57716,1,52.75,27.0,1989,3,19
379,Colma,California,United States,1994-04-11,High School,Manual,M,M,0,0,0,0,28383,0,46.04,22.0,1994,4,11
380,Frankfurt am Main,Saarland,Germany,1993-05-06,Partial High School,Manual,M,S,0,0,0,0,36569,0,51.24,23.0,1993,5,6
381,Bellflower,California,United States,1976-03-03,Partial College,Management,M,M,1,3,2,2,109581,1,54.34,41.0,1976,3,3
382,Novato,California,United States,1969-03-11,Partial College,Clerical,F,S,1,0,0,0,76776,1,50.13,48.0,1969,3,11
383,Woodland Hills,California,United States,1978-04-08,Graduate Degree,Professional,F,S,1,2,0,0,137727,1,54.32,38.0,1978,4,8
384,Novato,California,United States,1976-07-26,Partial College,Skilled Manual,F,M,1,2,1,2,55340,1,51.74,40.0,1976,7,26
385,San Carlos,California,United States,1994-07-18,Partial College,Manual,F,S,0,1,0,0,27779,0,49.83,22.0,1994,7,18
386,Burbank,California,United States,1969-08-20,Bachelors,Skilled Manual,M,M,1,0,0,2,56833,1,51.51,47.0,1969,8,20
387,Verrieres Le Buisson,Essonne,France,1979-04-11,High School,Manual,F,S,0,0,0,0,33026,1,49.25,37.0,1979,4,11
388,Coronado,California,United States,1992-01-07,Partial College,Clerical,F,M,1,1,0,1,78520,0,50.52,25.0,1992,1,7
389,Novato,California,United States,1952-11-04,Graduate Degree,Skilled Manual,M,M,1,1,0,3,54573,1,47.49,64.0,1952,11,4
390,Downey,California,United States,1979-09-13,Graduate Degree,Professional,M,M,1,1,1,2,128329,1,61.65,37.0,1979,9,13
391,Cheltenham,England,United Kingdom,1974-04-20,High School,Skilled Manual,F,M,1,0,1,2,57689,1,52.41,42.0,1974,4,20
392,Grossmont,California,United States,1997-05-27,Partial College,Manual,F,M,0,1,0,0,36575,1,46.85,19.0,1997,5,27
393,Berlin,Saarland,Germany,1968-10-05,Partial High School,Manual,F,S,1,0,0,0,32896,0,49.24,48.0,1968,10,5
