,CountryRegionName,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberChildrenAtHome,TotalChildren,YearlyIncome,AvgMonthSpend,age
432,United Kingdom,Manual,M,S,0,0,0,31101,49.86,29.0
433,United States,Clerical,F,M,1,1,2,79698,50.87,38.0
434,United States,Management,F,M,1,1,2,110846,54.4,35.0
435,Australia,Skilled Manual,F,S,0,0,0,57466,50.07,25.0
436,Australia,Skilled Manual,F,M,1,1,2,57090,49.65,45.0
437,United States,Clerical,F,S,0,0,0,82037,53.06,20.0
438,Australia,Skilled Manual,M,S,0,0,0,52717,53.41,37.0
439,United Kingdom,Clerical,F,S,0,0,0,79118,54.45,18.0
440,Canada,Manual,F,M,0,2,2,36501,49.32,31.0
441,United Kingdom,Clerical,F,S,0,0,0,86737,54.73,29.0
442,United States,Skilled Manual,M,M,1,1,2,58529,52.36,38.0
443,United States,Management,F,S,1,1,1,107870,54.49,55.0
444,United States,Skilled Manual,M,M,0,0,1,58953,49.24,24.0
445,United States,Clerical,M,M,1,1,2,77607,59.43,48.0
446,Canada,Skilled Manual,M,M,1,0,3,59464,48.8,61.0
447,Canada,Skilled Manual,M,M,0,0,0,57786,48.42,23.0
448,Australia,Manual,M,M,0,0,1,31877,45.99,24.0
449,France,Skilled Manual,F,M,1,0,3,53308,48.79,83.0
450,Canada,Professional,F,M,1,0,0,137943,53.09,25.0
451,United States,Management,F,S,1,0,0,106718,54.84,34.0
452,United States,Skilled Manual,M,S,1,0,0,61966,58.95,40.0
453,Germany,Skilled Manual,F,S,0,0,0,59016,51.56,29.0
454,United States,Skilled Manual,F,S,0,0,0,57754,48.17,37.0
455,United Kingdom,Clerical,F,S,1,0,0,87499,50.38,35.0
456,Australia,Management,F,S,0,0,0,109789,56.08,18.0
457,United States,Management,F,M,1,0,0,104035,50.96,28.0
458,Australia,Clerical,M,S,1,0,0,78413,58.54,36.0
459,United States,Clerical,M,M,1,0,2,78396,57.17,34.0
460,United States,Skilled Manual,M,M,1,0,2,54441,48.93,51.0
461,France,Manual,M,S,0,0,0,28711,49.9,41.0
462,United States,Professional,F,S,0,0,0,129067,56.02,23.0
463,United Kingdom,Management,M,M,1,1,2,105772,55.16,59.0
464,France,Clerical,M,S,1,0,1,83057,53.46,55.0
465,France,Skilled Manual,M,M,1,1,2,56598,49.14,31.0
466,Germany,Manual,F,M,0,1,2,33503,48.4,29.0
467,France,Professional,M,M,1,0,0,135358,54.12,34.0
468,Canada,Management,F,S,0,0,0,110952,54.93,28.0
469,Australia,Professional,M,S,1,0,0,136281,52.04,28.0
470,United States,Professional,F,S,1,0,1,134033,55.46,61.0
471,United States,Professional,M,M,1,1,2,129502,55.27,58.0
472,Germany,Skilled Manual,M,S,0,0,0,58387,49.15,23.0
473,United States,Management,F,S,1,0,0,102948,51.16,33.0
474,Australia,Professional,M,M,1,0,0,131323,51.91,29.0
475,United States,Clerical,F,M,1,0,2,77470,50.18,60.0
476,United States,Professional,F,M,1,0,0,129777,52.31,25.0
477,United States,Manual,F,S,0,0,0,33196,48.73,42.0
478,Canada,Management,F,M,1,1,2,110863,55.6,40.0
479,Australia,Professional,F,M,1,1,2,130832,52.82,30.0
480,Australia,Manual,M,M,0,1,2,30556,49.53,28.0
481,Australia,Management,F,M,1,0,0,108692,51.87,28.0
482,United States,Skilled Manual,F,M,1,2,2,54780,47.84,59.0
483,Germany,Skilled Manual,F,M,1,0,3,57568,48.27,58.0
484,United States,Skilled Manual,M,M,1,1,2,53935,55.7,34.0
485,United States,Professional,M,S,1,0,0,130831,58.54,38.0
486,United States,Clerical,F,S,0,0,0,83616,49.82,33.0
487,United States,Clerical,F,M,1,2,2,86932,51.3,47.0
488,United States,Skilled Manual,F,S,0,0,0,58625,49.4,22.0
489,France,Skilled Manual,M,S,0,0,0,61912,53.54,23.0
490,United States,Skilled Manual,F,S,0,0,0,56625,50.28,35.0
491,United States,Skilled Manual,M,M,1,0,2,61679,56.42,33.0
492,United Kingdom,Manual,F,S,0,0,0,31747,45.5,29.0
493,United Kingdom,Skilled Manual,F,M,1,0,2,57426,48.98,38.0
494,Germany,Clerical,M,M,1,1,2,80987,52.32,32.0
495,United States,Professional,F,S,1,0,0,129957,56.52,25.0
496,United States,Clerical,M,S,1,0,1,77879,50.3,55.0
497,United States,Skilled Manual,M,M,1,1,2,57127,51.07,41.0
498,United States,Professional,F,M,1,1,2,137656,53.96,52.0
499,Australia,Skilled Manual,M,S,0,0,0,60980,51.34,28.0
500,Germany,Clerical,F,S,0,0,0,77129,50.78,30.0
501,Canada,Manual,M,M,1,0,2,28823,53.19,36.0
502,France,Skilled Manual,M,M,1,1,2,61604,51.95,54.0
503,United States,Professional,M,M,1,1,2,128522,63.76,49.0
504,Australia,Clerical,M,S,0,0,0,81712,62.06,33.0
505,United States,Skilled Manual,M,S,1,0,1,61014,48.48,55.0
506,United States,Skilled Manual,M,M,1,1,1,54006,52.3,42.0
507,Australia,Skilled Manual,F,M,0,1,2,55564,51.25,26.0
508,United States,Skilled Manual,F,M,1,1,2,61859,50.51,38.0
509,Australia,Skilled Manual,M,M,0,1,1,54863,49.85,26.0
510,Australia,Clerical,M,M,1,0,2,86170,57.81,37.0
511,France,Professional,M,M,1,0,2,137384,59.3,35.0
512,United Kingdom,Clerical,M,M,1,1,1,84889,51.96,29.0
513,United States,Skilled Manual,F,M,1,1,2,57287,49.56,43.0
514,United States,Clerical,M,S,0,0,0,84251,51.3,22.0
515,France,Skilled Manual,M,S,0,0,0,62358,51.02,18.0
516,United States,Clerical,F,M,0,0,0,76478,50.38,21.0
517,Germany,Management,F,M,1,3,3,107557,53.97,51.0
518,Germany,Skilled Manual,M,S,0,0,0,58563,51.12,38.0
519,Australia,Skilled Manual,F,S,0,0,0,54102,50.26,30.0
520,France,Skilled Manual,F,M,0,0,0,51078,47.6,24.0
521,Germany,Manual,M,M,0,0,0,34597,46.38,22.0
522,Canada,Management,F,S,0,0,0,108617,52.64,23.0
523,Canada,Manual,M,M,1,0,2,33567,48.82,34.0
524,Australia,Skilled Manual,M,S,0,0,0,52678,59.35,37.0
525,Germany,Management,M,M,1,0,0,112763,57.19,32.0
526,United States,Clerical,F,S,0,0,0,77225,53.05,29.0
527,United States,Manual,M,M,0,1,2,33801,49.81,25.0
528,Germany,Management,M,M,1,2,2,106603,63.16,31.0
529,Australia,Skilled Manual,F,M,1,2,2,55675,48.79,49.0
530,France,Skilled Manual,F,S,0,0,0,56549,51.02,17.0
531,Germany,Professional,F,M,1,1,2,132332,56.95,38.0
532,United States,Skilled Manual,M,M,1,1,2,53591,53.92,36.0
533,United States,Manual,M,M,1,2,2,31874,50.76,34.0
534,United Kingdom,Management,F,M,1,1,2,110250,52.39,41.0
535,United States,Skilled Manual,F,M,1,1,2,51658,48.25,39.0
536,United States,Management,F,S,0,0,0,106971,50.64,22.0
537,France,Management,M,M,1,0,2,107401,51.31,52.0
538,United States,Management,M,M,1,1,1,110947,55.46,34.0
539,Australia,Manual,F,S,0,0,0,33284,48.62,30.0
540,United States,Management,M,M,1,0,0,113492,51.52,33.0
541,Germany,Skilled Manual,F,M,1,1,2,58864,51.69,43.0
542,Australia,Manual,M,S,0,0,0,26174,47.48,20.0
543,France,Clerical,F,S,0,0,0,85412,51.48,25.0
544,France,Skilled Manual,F,M,1,0,2,56291,48.38,60.0
545,Canada,Skilled Manual,F,S,0,0,0,56706,52.51,24.0
546,United Kingdom,Clerical,M,S,0,0,0,78939,51.91,28.0
547,Australia,Clerical,F,M,1,1,1,81676,53.41,28.0
548,Australia,Skilled Manual,F,S,1,0,1,51476,51.35,57.0
549,Australia,Professional,F,M,1,0,0,132266,51.97,37.0
550,United States,Manual,M,M,1,2,2,27102,47.52,77.0
551,United Kingdom,Skilled Manual,M,S,0,0,0,57288,51.35,25.0
552,Germany,Professional,F,M,1,0,2,128863,52.32,33.0
553,Australia,Skilled Manual,F,M,0,0,0,51596,47.93,17.0
554,United States,Clerical,M,S,0,0,0,86529,57.14,33.0
555,United States,Management,M,M,1,0,3,107950,51.51,58.0
556,United States,Management,F,S,1,0,0,102428,51.09,32.0
557,United States,Skilled Manual,F,M,1,0,2,56269,48.13,45.0
558,United Kingdom,Management,M,S,1,0,1,111462,55.72,53.0
559,United States,Clerical,M,M,1,1,2,78476,54.76,30.0
560,United States,Skilled Manual,M,S,0,0,0,60464,49.14,17.0
561,Australia,Management,F,S,1,0,0,109392,55.34,41.0
562,United States,Manual,M,M,0,0,0,29899,45.4,17.0
563,France,Manual,M,M,0,1,2,29966,45.6,27.0
564,Australia,Clerical,M,S,0,0,0,84208,51.49,21.0
565,France,Clerical,F,M,1,1,2,79269,54.69,52.0
566,United States,Skilled Manual,M,M,1,1,1,56774,51.52,47.0
567,Canada,Skilled Manual,F,S,0,0,0,57405,50.98,34.0
568,United States,Clerical,M,M,0,0,0,80307,50.26,17.0
569,United Kingdom,Skilled Manual,M,M,1,1,2,61019,50.61,53.0
570,United States,Skilled Manual,M,M,1,0,2,54503,56.92,47.0
571,France,Manual,F,M,1,0,2,26302,44.83,42.0
572,France,Skilled Manual,F,S,0,0,0,53315,48.49,22.0
573,United States,Professional,F,M,1,1,2,130224,55.73,38.0
574,Germany,Skilled Manual,F,M,1,0,3,62035,48.89,53.0
575,Australia,Skilled Manual,F,M,1,1,2,54033,50.75,37.0
576,Canada,Skilled Manual,F,M,0,0,0,51944,48.06,23.0
577,United States,Clerical,F,M,1,0,1,78663,49.58,28.0
578,Germany,Manual,M,S,1,0,0,32846,50.89,47.0
579,United Kingdom,Skilled Manual,F,M,1,3,3,60696,49.22,50.0
580,Australia,Skilled Manual,M,M,1,2,2,56474,58.05,41.0
581,United Kingdom,Manual,M,S,1,0,0,26983,50.52,45.0
582,United States,Management,M,M,1,1,2,112791,58.79,33.0
583,Germany,Skilled Manual,M,S,0,0,0,59539,51.7,24.0
584,Australia,Professional,F,S,1,0,0,136177,54.15,30.0
585,Australia,Management,M,S,0,0,0,108032,53.85,21.0
586,Germany,Skilled Manual,F,M,1,1,1,53833,48.08,38.0
587,Australia,Clerical,M,M,0,0,0,83874,49.79,16.0
588,United States,Manual,M,S,0,0,0,31385,52.59,41.0
589,Australia,Skilled Manual,M,S,0,0,0,52464,48.1,28.0
590,United Kingdom,Manual,M,M,1,0,2,28585,49.4,42.0
591,France,Skilled Manual,F,S,0,0,0,60493,51.39,23.0
592,United Kingdom,Professional,M,M,1,2,2,133741,53.82,28.0
593,Germany,Professional,M,S,1,0,1,132026,54.43,52.0
594,United States,Clerical,M,M,1,0,2,79680,49.75,27.0
595,Australia,Skilled Manual,M,S,1,0,1,54338,52.08,50.0
596,United States,Skilled Manual,M,S,0,0,0,56181,51.63,21.0
597,France,Skilled Manual,M,S,0,0,0,61482,58.0,32.0
598,United Kingdom,Professional,F,S,1,0,0,133411,54.98,30.0
599,Germany,Skilled Manual,F,S,0,0,0,58012,50.66,25.0
600,United States,Skilled Manual,F,M,1,1,2,52688,52.57,57.0
601,United States,Skilled Manual,M,S,0,0,0,53412,50.99,31.0
602,United Kingdom,Skilled Manual,F,M,1,0,2,54061,48.05,43.0
603,Germany,Skilled Manual,F,S,0,0,0,59401,49.83,19.0
604,Australia,Professional,M,M,1,0,0,132168,52.37,19.0
605,Germany,Skilled Manual,F,S,0,0,0,57305,48.59,30.0
606,United States,Skilled Manual,F,S,0,0,0,60641,49.68,28.0
607,France,Manual,M,M,1,0,2,29573,53.61,41.0
608,Australia,Management,M,M,1,1,2,112889,53.29,54.0
609,Germany,Management,F,S,1,0,0,105158,52.84,43.0
610,Germany,Clerical,F,M,1,0,2,81830,50.09,42.0
611,Australia,Manual,M,M,1,0,2,28435,45.83,52.0
612,United States,Manual,F,M,1,0,1,36044,47.2,40.0
613,Australia,Skilled Manual,F,M,1,1,2,61226,53.01,34.0
614,United States,Skilled Manual,M,M,1,1,2,56606,50.04,37.0
615,Australia,Clerical,M,S,0,0,0,84515,51.11,18.0
616,United States,Skilled Manual,M,M,1,1,2,60155,58.85,39.0
617,Australia,Skilled Manual,M,S,0,0,0,60144,58.33,30.0
618,Australia,Professional,M,M,1,0,1,129708,53.72,30.0
619,United States,Manual,M,M,1,0,2,29213,45.95,45.0
620,United States,Manual,F,M,1,0,1,30642,45.88,41.0
621,Canada,Manual,F,S,0,0,0,33408,49.42,28.0
622,United Kingdom,Management,M,M,1,0,0,103911,52.85,32.0
623,United Kingdom,Clerical,M,S,0,0,0,78657,52.91,25.0
624,Canada,Skilled Manual,F,M,1,1,2,54237,48.87,47.0
625,Canada,Skilled Manual,M,S,0,0,0,52189,47.93,17.0
626,Canada,Clerical,F,M,1,1,1,78935,52.12,25.0
627,United States,Management,F,M,1,1,2,110910,52.99,42.0
628,Australia,Professional,M,S,1,0,0,138715,52.63,27.0
629,United States,Management,F,S,0,0,0,104329,55.28,23.0
630,United States,Clerical,M,M,1,1,1,78817,52.74,33.0
631,United States,Clerical,F,M,1,1,2,84375,53.78,32.0
632,United States,Professional,M,M,1,0,0,130122,59.8,38.0
633,United States,Manual,F,S,0,0,0,28299,45.21,41.0
634,United States,Skilled Manual,M,M,0,0,0,56759,48.8,18.0
635,United States,Professional,M,S,1,0,0,131550,57.48,31.0
636,Canada,Skilled Manual,F,S,1,1,1,54665,48.62,59.0
637,Australia,Skilled Manual,M,S,1,0,0,52997,52.95,41.0
638,France,Clerical,F,M,1,1,2,77014,52.53,33.0
639,United States,Clerical,M,S,0,0,0,78223,50.89,21.0
640,United States,Clerical,M,S,0,0,0,82847,50.8,21.0
641,United States,Management,M,S,1,0,0,105463,59.76,33.0
642,United Kingdom,Management,F,M,1,1,2,109288,52.08,51.0
643,United Kingdom,Management,F,M,1,2,2,112840,52.89,52.0
644,France,Clerical,M,S,0,0,0,85398,54.24,23.0
645,Canada,Skilled Manual,M,M,1,0,2,57920,53.08,42.0
646,Germany,Management,M,S,1,0,0,103322,60.84,43.0
647,Australia,Clerical,M,S,0,0,0,81528,53.15,28.0
648,France,Skilled Manual,F,M,1,1,2,51096,48.11,54.0
649,Australia,Clerical,F,S,1,0,0,81293,50.12,35.0
650,Australia,Skilled Manual,F,M,0,0,2,56583,48.67,26.0
651,United States,Management,F,M,1,0,2,103060,51.29,32.0
652,Germany,Skilled Manual,M,S,1,1,1,58992,51.17,53.0
653,United States,Skilled Manual,M,M,1,0,1,62240,50.34,31.0
654,United States,Clerical,F,M,1,1,2,77550,50.77,40.0
655,United Kingdom,Skilled Manual,F,S,1,1,1,53687,48.45,66.0
656,Australia,Clerical,M,M,1,1,2,85152,58.51,43.0
657,United States,Manual,M,S,0,0,0,27881,53.63,42.0
658,United States,Manual,M,S,0,0,0,26422,50.83,31.0
659,Germany,Clerical,M,S,0,0,0,80039,52.71,17.0
660,United Kingdom,Skilled Manual,M,M,1,1,2,53659,50.87,51.0
661,United States,Skilled Manual,M,S,0,0,0,60071,51.12,34.0
662,United States,Management,M,S,1,0,0,106628,59.62,36.0
663,France,Skilled Manual,M,S,0,0,0,54163,54.05,31.0
664,United Kingdom,Skilled Manual,F,S,0,0,0,61590,49.57,30.0
665,Australia,Manual,M,S,0,0,0,36431,49.22,28.0
666,United States,Clerical,M,M,1,1,2,87877,53.2,33.0
667,United States,Management,F,M,1,2,2,112877,53.67,37.0
668,United States,Clerical,F,M,1,1,2,79096,51.87,49.0
669,United States,Management,M,M,1,1,1,105264,53.33,24.0
670,France,Manual,M,S,0,0,0,26000,45.31,23.0
671,United States,Clerical,F,S,0,0,0,79305,51.83,31.0
672,Australia,Clerical,M,S,0,0,0,83114,52.19,16.0
673,Germany,Skilled Manual,F,S,0,0,0,53021,50.01,28.0
674,United States,Manual,M,M,1,1,1,26427,58.62,35.0
675,Australia,Skilled Manual,M,S,0,0,0,54614,48.31,23.0
676,United States,Skilled Manual,F,M,1,1,2,56016,52.33,41.0
677,Australia,Manual,F,M,1,0,2,28517,45.37,60.0
678,Canada,Management,F,S,0,0,0,102514,55.29,28.0
679,Australia,Clerical,F,M,0,0,0,79233,50.4,20.0
680,United States,Skilled Manual,F,M,1,0,2,50924,48.63,46.0
681,United States,Manual,F,M,1,1,2,35706,48.16,43.0
682,Germany,Manual,M,S,0,0,0,36642,50.49,24.0
683,France,Clerical,M,M,1,2,2,85831,56.78,49.0
684,United States,Management,M,S,1,0,0,107721,56.38,44.0
685,Canada,Skilled Manual,F,S,0,0,0,61413,51.48,21.0
686,Australia,Manual,M,M,0,0,0,33784,46.07,22.0
687,Australia,Skilled Manual,M,M,1,0,2,58290,48.2,52.0
688,Canada,Skilled Manual,F,M,0,0,0,61571,49.09,18.0
689,United States,Skilled Manual,F,M,1,0,2,61577,48.39,50.0
690,United Kingdom,Manual,F,M,1,0,2,36536,46.7,42.0
691,Australia,Professional,M,S,0,0,0,129603,53.88,21.0
692,Germany,Skilled Manual,F,S,0,0,0,54128,48.49,37.0
693,United Kingdom,Clerical,M,M,1,1,1,84256,56.77,35.0
694,United States,Skilled Manual,F,S,0,0,0,60800,51.1,24.0
695,Canada,Manual,M,S,0,0,0,25601,49.34,18.0
696,Australia,Clerical,F,M,0,0,0,79201,49.97,16.0
697,Germany,Professional,F,M,1,0,0,131510,52.2,37.0
698,United Kingdom,Manual,F,S,0,0,0,30231,46.89,30.0
699,United States,Skilled Manual,F,S,1,0,0,54845,51.95,39.0
700,United States,Skilled Manual,M,M,1,1,2,53282,47.81,54.0
701,France,Clerical,M,S,1,0,1,79453,51.16,62.0
702,United States,Skilled Manual,F,M,1,0,2,61134,48.62,49.0
703,United States,Manual,M,M,1,1,1,29761,55.6,35.0
704,United States,Clerical,F,M,1,1,2,78681,52.61,34.0
705,Australia,Professional,M,M,1,1,2,137873,57.96,32.0
706,Germany,Skilled Manual,M,M,1,1,2,60322,56.01,45.0
707,Canada,Management,F,S,1,0,0,112715,52.56,37.0
708,France,Skilled Manual,F,S,1,0,0,57582,49.47,44.0
709,Canada,Professional,F,M,1,0,1,130834,51.54,24.0
710,Germany,Skilled Manual,M,S,0,0,0,56702,52.61,24.0
711,United States,Skilled Manual,M,M,1,1,2,52184,48.37,53.0
712,Australia,Professional,M,S,1,0,0,132416,54.24,28.0
713,France,Skilled Manual,F,M,1,1,2,51346,48.35,45.0
714,Australia,Clerical,F,M,0,0,0,86646,49.85,19.0
715,France,Manual,F,S,0,0,0,34749,46.1,37.0
716,Australia,Skilled Manual,F,S,0,0,0,61346,48.74,32.0
717,United States,Skilled Manual,F,M,1,0,1,61257,49.78,30.0
718,United States,Clerical,F,S,0,0,0,81315,53.85,33.0
719,United States,Management,F,S,1,0,0,101869,50.88,31.0
720,United States,Skilled Manual,M,S,0,0,0,55932,52.95,21.0
721,United States,Manual,F,M,0,0,2,29355,45.5,33.0
722,Australia,Management,F,S,1,0,0,103328,50.74,38.0
723,United States,Professional,F,S,1,0,0,129532,54.39,34.0
724,France,Skilled Manual,M,M,1,1,2,56621,57.57,35.0
725,Australia,Skilled Manual,F,M,0,0,0,61022,48.73,23.0
726,United Kingdom,Management,F,M,1,0,0,105071,50.99,22.0
727,United States,Clerical,M,M,1,1,2,79612,50.44,58.0
728,Australia,Clerical,M,S,0,0,0,78999,51.76,20.0
729,United States,Skilled Manual,M,S,1,0,0,52464,55.43,40.0
730,Australia,Clerical,F,S,0,0,0,81449,50.59,28.0
731,France,Skilled Manual,M,S,0,0,0,59487,50.85,25.0
732,Canada,Skilled Manual,F,S,0,0,0,58395,48.99,19.0
733,Australia,Manual,F,S,0,0,0,26746,47.25,25.0
734,Australia,Management,M,S,0,0,0,110716,52.41,21.0
735,Canada,Manual,F,S,1,0,0,35315,49.54,47.0
736,United States,Skilled Manual,M,S,1,0,0,61847,59.66,45.0
737,United States,Clerical,F,S,0,0,0,86993,51.61,32.0
738,United States,Skilled Manual,M,S,0,0,0,51821,51.43,22.0
739,Canada,Clerical,M,M,0,0,0,80529,50.8,18.0
740,France,Skilled Manual,M,S,0,0,0,59695,51.24,35.0
741,United States,Clerical,F,S,1,0,0,77779,51.52,35.0
742,Germany,Clerical,F,S,0,0,0,86556,52.41,17.0
743,United States,Manual,M,M,1,0,1,33664,53.41,39.0
744,United Kingdom,Clerical,M,M,1,2,3,85477,53.0,65.0
745,United States,Skilled Manual,F,M,1,1,1,57129,48.14,36.0
746,United States,Skilled Manual,M,S,0,0,0,56850,50.21,19.0
747,France,Clerical,F,S,1,0,0,76315,51.11,40.0
748,France,Management,M,S,0,0,0,111087,55.47,21.0
749,United States,Management,F,S,0,0,0,106475,51.09,20.0
750,United States,Clerical,F,S,1,0,0,78318,53.79,35.0
751,Canada,Manual,M,M,1,0,2,28974,46.14,57.0
752,Australia,Clerical,M,S,0,0,0,81813,53.53,19.0
753,Australia,Skilled Manual,F,S,0,0,0,56000,52.06,36.0
754,Germany,Management,F,S,0,0,0,108347,51.77,20.0
755,United States,Professional,F,M,1,0,0,128003,51.84,26.0
756,United States,Skilled Manual,F,S,0,0,0,52289,52.16,20.0
757,United States,Manual,F,M,1,0,2,32829,45.4,48.0
758,Germany,Clerical,M,M,1,1,1,87350,58.97,31.0
759,Germany,Skilled Manual,F,S,0,0,0,56120,50.69,26.0
760,United States,Skilled Manual,F,S,0,0,0,57869,51.91,36.0
761,Germany,Management,F,M,1,0,2,103352,51.97,75.0
762,Australia,Clerical,F,M,1,2,2,81417,51.08,52.0
763,United States,Clerical,F,S,1,0,0,79319,49.94,47.0
764,United States,Clerical,M,S,0,0,0,79749,52.67,28.0
765,United Kingdom,Manual,F,S,0,0,0,34085,46.31,31.0
766,United Kingdom,Skilled Manual,F,M,1,0,1,58968,48.81,38.0
767,United States,Skilled Manual,M,S,0,0,0,57921,59.14,34.0
768,United States,Clerical,M,M,1,1,2,86315,56.36,32.0
769,Australia,Management,F,M,1,0,0,110737,51.23,23.0
770,Germany,Manual,F,M,0,1,2,28581,49.04,26.0
771,United Kingdom,Professional,M,S,1,0,0,138875,61.14,37.0
772,United States,Management,M,M,1,1,2,108150,51.28,49.0
773,Canada,Skilled Manual,F,M,0,0,2,51489,48.25,24.0
774,United States,Manual,F,S,0,0,0,33895,46.55,29.0
775,Australia,Skilled Manual,F,S,1,1,1,61909,51.22,58.0
776,United States,Skilled Manual,F,M,0,0,0,51056,47.56,21.0
777,France,Skilled Manual,F,S,0,0,0,55271,49.94,29.0
778,Australia,Management,M,S,1,0,0,109343,55.91,33.0
779,United States,Manual,M,M,1,1,1,32067,49.94,41.0
780,Australia,Skilled Manual,M,S,0,0,0,55403,53.02,20.0
781,United States,Manual,F,M,1,1,1,28528,49.55,35.0
782,United States,Skilled Manual,F,M,1,2,2,53851,50.18,32.0
783,United States,Manual,M,M,0,1,1,29193,47.52,27.0
784,United States,Skilled Manual,F,S,0,0,0,51139,51.74,19.0
785,Australia,Professional,M,M,1,1,2,132445,52.6,56.0
786,Canada,Skilled Manual,F,S,0,0,0,52748,52.33,28.0
787,Germany,Clerical,F,M,1,1,2,81043,52.57,26.0
788,United States,Manual,M,M,1,1,2,32974,54.64,40.0
789,United States,Skilled Manual,M,M,1,1,2,52837,50.3,56.0
790,France,Clerical,M,S,1,0,0,86254,52.32,39.0
791,United States,Clerical,M,M,0,0,0,78740,50.21,17.0
792,United States,Skilled Manual,M,M,1,1,2,57297,49.96,45.0
793,France,Clerical,F,S,1,0,0,86057,53.59,40.0
794,United States,Clerical,M,M,1,1,2,84946,55.83,46.0
795,Germany,Skilled Manual,M,M,1,0,2,58601,55.1,34.0
796,United States,Professional,F,M,1,0,1,137199,52.97,30.0
797,France,Clerical,F,S,0,0,0,76744,50.85,23.0
798,United States,Clerical,F,S,0,0,0,77997,50.02,23.0
799,Germany,Professional,M,M,1,1,2,138711,61.38,31.0
800,Canada,Manual,F,M,0,0,0,30069,46.15,19.0
801,United States,Professional,F,S,1,0,0,134538,56.04,33.0
802,United States,Clerical,F,S,0,0,0,82493,49.87,29.0
803,United States,Skilled Manual,F,M,1,0,1,58145,48.87,30.0
804,Germany,Skilled Manual,M,S,0,0,0,61630,54.76,30.0
805,France,Professional,M,M,1,1,2,133084,52.9,25.0
806,United States,Manual,M,M,0,0,0,27803,46.04,24.0
807,Canada,Clerical,M,S,0,0,0,77381,50.79,27.0
808,France,Management,F,M,1,0,0,109617,51.32,27.0
809,Germany,Clerical,M,S,0,0,0,80067,50.37,20.0
810,Australia,Manual,M,S,0,0,0,33791,49.91,29.0
811,Canada,Manual,M,S,0,0,0,29306,53.96,41.0
812,Germany,Skilled Manual,F,S,0,0,0,59409,51.69,29.0
813,France,Management,M,S,1,0,0,111475,57.26,44.0
814,United Kingdom,Manual,F,S,1,0,0,34688,50.53,45.0
815,Germany,Manual,M,M,0,1,1,33082,55.94,32.0
816,United States,Manual,F,M,1,2,2,26936,48.67,49.0
817,Australia,Skilled Manual,M,S,0,0,0,61404,50.45,24.0
818,United States,Skilled Manual,M,S,1,0,0,62184,53.83,44.0
819,United States,Professional,M,S,1,0,1,128737,53.0,60.0
820,United Kingdom,Clerical,F,S,0,0,0,81041,51.5,18.0
821,Canada,Skilled Manual,F,M,1,0,2,54515,48.44,43.0
822,Australia,Manual,M,M,0,0,1,36293,46.67,26.0
823,Canada,Skilled Manual,F,S,0,0,0,52323,48.97,32.0
824,United States,Clerical,F,M,1,1,2,84952,52.45,44.0
825,Australia,Clerical,M,S,0,0,0,86495,54.94,18.0
826,United Kingdom,Skilled Manual,M,S,0,0,0,58597,59.87,31.0
827,United States,Manual,F,S,0,0,0,29541,49.84,41.0
828,Germany,Skilled Manual,F,S,0,0,0,57154,52.39,28.0
829,United States,Skilled Manual,F,S,0,0,0,56977,52.76,36.0
830,France,Manual,M,S,0,0,0,30425,46.38,25.0
831,United Kingdom,Manual,M,M,0,0,0,28472,44.76,21.0
832,Australia,Skilled Manual,F,S,0,0,0,51351,47.95,38.0
833,Canada,Skilled Manual,F,S,0,0,0,56142,51.23,33.0
834,United States,Professional,F,M,1,0,0,129956,51.78,30.0
